SSC_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
SSC41399,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,5,34,0,0,3,0,0,0,0,3,0,3,11,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,19,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,6,3,5,47
SSC41400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,7,0,0,0,0,0,15
SSC41401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC41402,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,102,11,8,0,0,0,3,0,0,0,123,5,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,111,15,8,0,0,0,3,3,0,0,133
SSC41403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC41404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,3,5,33
SSC41406,0,0,0,0,0,49,0,0,0,0,0,0,0,0,3,47,21,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,29,285,23,39,4,17,6,11,4,4,16,399,34,11,15,3,5,9,3,3,3,0,86,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,11,23,3,5,9,3,3,3,0,90,0,0,0,0,0,0,0,0,0,3,3,320,32,58,5,20,20,7,9,8,15,496
SSC41407,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,54,12,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,220,18,32,8,6,0,3,7,0,10,306,70,18,29,3,9,6,0,11,3,6,148,19,3,8,0,0,0,0,0,0,3,31,3,0,0,0,0,0,0,0,0,0,3,88,16,37,4,7,10,0,7,3,9,183,0,0,0,0,0,0,0,0,0,0,0,307,37,74,7,14,13,4,13,3,19,492
SSC41408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SSC41410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SSC41412,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,32
SSC41413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC41414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,39
SSC41415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,3,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,8,3,0,0,0,0,0,0,0,40
SSC41416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,0,0,0,25
SSC41418,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,94,23,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,28,433,22,33,3,0,15,4,7,3,7,529,55,13,31,3,0,0,11,9,0,4,128,3,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,56,13,33,7,0,4,6,9,0,3,137,0,0,0,0,0,0,0,0,0,0,0,486,39,67,8,3,14,11,19,5,15,671
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
SSC41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12
SSC41422,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,90,9,14,3,4,3,9,3,3,3,138,67,7,8,0,4,5,0,0,3,0,104,8,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,6,85,7,8,0,4,9,0,0,3,0,119,0,0,0,0,0,0,0,0,0,0,0,172,17,24,5,7,9,9,3,5,6,261
SSC41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41424,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,88,10,18,0,0,0,0,0,0,3,119,63,11,6,0,3,0,0,3,0,3,91,4,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,67,14,6,0,3,0,0,3,0,3,101,0,0,0,0,0,0,0,0,0,0,0,153,20,27,0,3,0,0,3,0,7,221
SSC41425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11
SSC41426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41427,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15
SSC41428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,23
SSC41429,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,53,4,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,19,72,11,8,6,0,4,0,4,0,3,110,86,15,47,3,12,13,7,24,9,4,226,46,3,4,0,4,5,3,14,9,3,95,4,0,0,0,0,0,0,0,0,0,4,137,20,52,3,18,17,10,40,16,12,322,0,0,0,0,0,0,0,0,0,0,0,209,33,59,11,18,16,10,45,16,10,435
SSC41430,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,28,10,0,0,3,0,0,4,3,0,3,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,29,8,0,3,0,0,4,4,0,7,51
SSC41431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
