SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC40530,3,0,3,8,13,21,5,37,0,91,5,3,6,9,10,15,6,14,4,73,7,3,4,17,14,16,12,25,0,92,4,18,11,17,9,3,4,3,0,58,3,11,5,10,10,14,3,3,0,64,0,12,10,3,5,8,0,4,0,46,0,3,3,0,8,9,3,6,0,43,3,10,10,7,15,15,7,6,0,77,4,0,0,0,0,0,0,0,4,8,27,57,57,66,89,105,43,106,9,560
SSC40531,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,11,0,23
SSC40532,13,12,21,45,86,126,100,167,4,573,32,42,81,109,182,170,101,123,3,848,21,33,37,61,178,164,95,115,10,711,28,110,95,103,94,72,35,26,0,562,22,75,103,142,248,132,65,54,5,851,16,187,85,58,83,48,29,42,8,550,11,13,8,28,59,38,38,49,5,242,9,108,59,49,51,43,26,20,4,368,4,4,3,5,11,13,9,7,11,71,156,580,490,602,992,807,492,600,48,4773
SSC40533,7,9,14,21,36,44,43,74,0,241,14,22,33,45,90,50,24,32,0,315,3,17,17,30,79,65,41,40,9,299,12,52,32,45,35,24,11,13,7,223,12,38,50,66,112,46,12,15,0,353,7,78,28,33,33,29,16,15,0,244,3,15,4,13,40,29,14,21,0,133,4,31,21,16,28,24,5,22,0,156,3,3,7,0,6,6,0,6,3,40,63,263,199,277,464,314,166,239,25,2009
SSC40534,0,0,3,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,14,0,31
SSC40535,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC40536,0,6,3,0,4,14,10,16,0,57,5,3,3,11,14,13,6,7,0,71,7,6,6,3,19,14,4,10,0,69,0,8,5,12,3,4,0,0,3,45,0,9,6,4,11,3,0,3,5,50,0,4,7,3,0,3,3,3,0,28,0,0,0,0,3,3,9,3,0,26,0,8,8,6,8,4,0,0,0,31,0,0,0,0,3,0,0,7,0,7,17,47,40,39,69,64,45,46,10,381
SSC40537,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,4,8,8,10,3,7,0,41
SSC40538,0,8,0,9,30,12,15,23,3,109,7,12,5,17,45,23,16,12,0,150,7,13,22,43,79,70,30,35,3,296,10,52,32,63,42,13,15,15,4,247,12,18,26,23,78,34,12,11,0,218,14,54,27,27,42,10,10,3,0,186,3,9,8,5,45,19,22,21,0,131,3,46,17,45,50,29,27,16,0,222,3,3,0,4,8,3,0,0,9,23,60,208,140,243,415,205,148,134,21,1583
SSC40539,0,0,3,13,14,13,15,6,4,62,0,10,8,14,28,14,9,11,0,89,3,14,7,23,52,44,21,27,8,202,8,36,32,59,30,9,10,12,5,205,4,10,10,22,45,14,7,3,0,121,0,46,28,33,21,9,6,3,0,140,3,14,5,10,36,10,9,21,4,111,11,44,34,31,48,9,8,8,3,207,0,3,3,0,3,0,0,0,9,21,33,161,130,203,284,125,93,93,32,1159
SSC40540,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16
SSC40541,0,4,0,0,3,6,3,5,0,23,4,9,8,11,14,21,12,23,0,99,0,0,0,0,0,0,4,4,0,7,0,8,10,3,3,0,3,0,0,29,0,3,3,9,13,0,3,0,0,29,0,9,4,4,0,0,3,0,0,18,0,0,0,0,3,0,0,0,0,3,0,7,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,12,40,25,31,37,22,21,35,3,224
SSC40542,3,7,11,16,21,37,14,67,3,186,8,38,41,39,46,44,30,40,0,278,8,12,6,22,23,44,20,24,4,165,9,40,17,18,21,14,6,9,0,137,3,9,22,30,31,16,11,13,3,142,3,45,23,14,14,13,13,15,3,130,0,3,0,0,12,4,0,9,0,30,3,32,7,14,17,6,3,9,0,80,0,0,0,0,0,3,0,0,4,6,37,185,134,141,174,182,108,187,20,1160
SSC40543,4,0,0,3,4,4,0,18,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,13,8,8,7,13,5,25,4,79
SSC40544,0,0,0,3,0,5,0,11,0,24,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,10,10,13,3,10,7,20,0,73
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,0,0,0,4,0,5,0,17,0,30,3,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,6,10,3,8,4,25,0,66
SSC40548,15,17,24,48,148,134,87,181,8,667,59,88,129,198,329,278,120,174,15,1391,31,56,58,85,238,234,139,150,13,1006,30,140,113,165,114,104,43,34,17,763,47,94,137,160,325,157,77,45,8,1039,21,221,112,94,108,60,38,34,8,687,19,13,15,31,78,50,40,47,9,298,12,123,76,65,77,55,28,34,10,481,10,9,3,13,20,18,0,10,19,99,254,760,665,855,1432,1089,576,705,102,6431
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,4,0,7,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,4,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,5,8,0,8,7,0,8,0,40
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8
SSC40552,3,10,3,0,9,9,6,8,0,48,0,0,0,7,4,3,0,5,0,24,3,0,0,11,10,13,9,3,0,47,3,0,9,3,3,4,0,3,0,22,3,3,4,5,6,0,0,3,0,23,0,5,6,9,3,0,0,0,0,18,0,5,4,0,8,8,4,3,3,33,0,8,13,4,10,12,5,4,0,58,0,0,0,3,0,0,0,0,3,4,8,34,33,34,54,36,32,29,8,275
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40554,0,3,0,0,0,3,0,3,0,13,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,0,8,0,22
SSC40555,0,4,3,6,19,17,4,8,0,62,11,14,22,18,49,38,16,15,4,183,0,7,4,6,17,34,16,11,0,90,5,24,11,15,16,10,4,4,0,97,0,7,9,10,35,16,7,3,0,92,3,10,5,13,7,3,0,4,0,55,0,0,4,4,14,4,3,3,0,34,0,15,18,11,10,4,4,10,3,78,0,0,0,0,3,0,0,0,0,9,16,85,85,89,179,116,56,61,11,688
SSC40556,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,9,0,24
SSC40557,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,10
SSC40558,14,23,21,33,112,115,98,147,5,580,34,72,109,127,209,181,95,128,3,963,31,32,44,71,227,250,121,132,12,929,46,122,118,155,110,83,47,36,5,722,31,105,110,157,291,127,86,43,3,941,12,193,77,85,97,44,41,29,11,591,9,20,13,22,79,31,35,43,3,262,15,113,67,63,76,53,25,37,0,447,3,6,7,7,14,16,8,6,16,83,198,694,574,711,1223,907,554,602,58,5515
SSC40559,0,4,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,6,9,6,3,4,3,47
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,0,3,0,6,3,11,4,11,0,37,3,3,8,4,9,3,9,4,0,45,0,0,0,4,12,7,4,3,0,37,3,3,4,4,3,0,0,0,0,18,0,3,3,6,3,3,0,0,0,20,0,3,3,0,0,3,3,0,0,14,3,0,0,0,0,3,0,0,0,8,0,3,4,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,14,19,22,30,37,36,17,27,0,211
SSC40562,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,22
SSC40563,0,3,0,3,0,0,0,9,0,17,0,0,0,0,3,3,0,4,0,13,0,0,0,0,0,3,3,0,0,8,0,0,3,3,0,0,0,0,0,5,0,3,5,0,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,13,12,12,14,9,11,0,79
SSC40564,0,0,0,0,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,4,0,24
SSC40565,0,0,0,3,0,0,3,6,0,12,0,0,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,7,0,3,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,12,16,3,3,14,11,0,67
SSC40566,0,4,3,7,0,11,0,22,0,42,0,3,0,0,6,0,3,3,0,16,0,3,0,0,0,3,0,9,0,16,0,0,0,3,0,3,0,4,0,14,0,7,0,0,3,0,0,3,0,12,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,11,0,6,0,3,0,0,3,4,0,18,0,0,0,0,0,0,0,0,3,3,7,30,9,13,15,23,12,47,5,148
SSC40567,0,0,4,3,0,0,0,5,0,13,0,0,3,0,0,3,0,0,0,8,0,0,0,0,3,3,0,3,0,7,0,0,0,4,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,8,13,9,14,3,5,0,62
SSC40568,4,9,5,13,29,29,25,55,0,161,20,38,62,62,66,68,36,73,0,439,3,5,5,8,12,10,6,13,0,66,3,33,21,16,13,3,0,3,0,98,0,19,32,18,27,16,15,8,0,134,0,31,12,15,13,9,3,6,0,94,0,3,0,5,0,0,0,0,0,19,3,22,14,9,6,3,0,0,0,61,0,0,0,0,0,3,0,0,3,10,38,169,156,147,169,135,97,164,12,1081
SSC40569,0,13,8,18,37,40,35,52,0,210,19,44,74,97,90,90,70,68,3,563,7,13,9,21,35,37,22,33,3,183,6,37,35,34,21,22,9,5,3,172,10,30,33,22,49,24,10,11,3,191,5,42,14,17,18,8,4,15,3,126,0,0,3,7,5,6,0,12,0,37,3,44,19,8,17,4,4,9,3,111,4,4,0,0,0,3,0,0,0,18,54,230,196,224,273,240,160,206,22,1609
SSC40570,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,6,11,0,0,7,0,29
SSC40571,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,15
SSC40572,4,5,8,12,7,12,9,19,4,76,5,14,13,14,27,18,3,19,4,120,7,14,13,18,29,23,12,19,0,128,7,32,31,44,19,9,6,5,3,146,3,12,22,18,19,5,7,3,0,90,7,25,13,19,11,14,5,9,0,101,0,3,0,0,5,5,6,10,5,39,4,42,13,23,22,8,0,4,0,118,0,0,0,3,0,0,0,0,3,10,36,150,114,138,141,99,50,79,14,829
SSC40573,3,8,7,9,23,16,21,43,0,132,8,48,46,55,38,71,43,77,0,386,0,8,6,6,11,24,12,11,0,80,0,30,14,14,3,9,6,0,0,84,3,20,9,6,27,14,6,9,0,95,0,30,14,6,13,13,3,7,0,89,0,0,0,3,7,0,4,0,0,13,0,11,6,3,5,3,3,0,0,38,0,3,0,0,0,0,0,3,0,7,23,148,106,107,126,148,95,153,3,912
SSC40574,0,6,0,4,13,13,12,24,4,69,5,12,20,24,28,30,19,39,0,176,0,13,3,4,15,8,5,4,0,50,5,10,6,8,3,4,3,3,0,43,0,9,9,8,10,13,3,5,0,43,0,6,6,8,6,0,3,11,0,45,0,3,0,0,0,0,0,0,0,7,0,8,4,6,3,0,0,0,0,31,0,0,0,0,0,0,3,3,0,5,19,65,48,63,79,69,38,96,7,473
SSC40575,0,5,0,7,8,8,0,11,0,42,6,7,10,10,10,18,7,17,0,86,0,0,3,0,0,4,0,3,0,14,0,12,4,4,0,5,3,0,0,36,3,3,3,3,8,7,0,4,0,36,0,4,0,3,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,6,7,38,25,25,28,48,18,43,0,241
SSC40576,4,3,7,12,41,37,29,44,0,179,14,28,28,39,116,67,35,35,3,368,4,18,27,22,64,38,28,15,5,235,8,58,31,51,36,15,3,13,0,207,8,28,23,44,82,31,16,18,3,247,10,65,17,20,20,13,10,8,0,173,3,5,14,13,25,13,17,10,0,100,3,39,40,27,32,18,5,19,4,180,3,0,0,0,12,3,0,3,4,29,61,243,184,231,428,243,134,162,25,1714
SSC40577,0,0,3,7,7,9,7,8,0,41,0,3,7,9,29,21,7,5,0,86,0,3,3,3,27,11,14,11,0,79,3,7,11,10,13,7,5,0,0,59,0,7,3,6,26,6,8,8,3,63,3,15,13,15,10,5,9,3,3,68,0,0,0,3,5,8,9,6,0,31,0,14,12,7,11,4,5,3,3,57,0,0,0,0,4,0,0,0,0,8,12,56,49,53,135,71,50,47,15,485
SSC40578,18,17,32,40,76,100,79,177,0,537,31,81,83,109,134,150,93,115,9,806,10,14,28,24,85,78,35,64,3,347,22,87,52,69,47,39,13,17,10,361,12,34,57,61,101,59,30,37,3,391,6,94,45,36,39,25,18,28,0,306,0,7,6,10,33,19,10,11,3,106,3,48,24,11,27,16,10,12,0,151,0,0,0,3,8,3,3,7,4,27,113,387,320,378,550,488,287,474,30,3028
SSC40579,4,6,11,14,20,48,29,64,0,192,14,35,35,42,63,52,45,59,0,356,3,8,9,13,37,43,14,34,4,168,10,32,22,30,13,15,11,13,5,147,10,24,20,40,56,33,12,8,0,198,8,42,25,9,20,10,5,10,0,125,0,3,8,3,10,4,7,7,0,47,6,30,5,12,12,7,3,0,0,82,3,3,0,0,3,0,0,0,3,11,52,183,136,158,236,213,134,194,16,1327
SSC40580,8,5,5,10,32,35,35,69,0,203,15,8,12,44,44,42,38,37,0,252,9,11,12,14,53,58,17,36,0,209,3,31,33,39,27,28,24,15,4,200,6,29,34,45,60,44,19,16,3,252,4,61,18,29,22,14,6,16,0,176,3,0,0,3,18,20,4,25,0,76,8,40,10,17,23,20,12,13,0,147,0,3,3,3,3,3,3,3,6,28,53,183,143,202,283,262,164,235,16,1541
SSC40581,9,20,18,26,65,97,63,125,0,420,34,71,74,96,162,168,107,92,7,808,6,26,22,43,110,125,50,73,5,463,16,76,60,59,64,44,20,12,3,350,14,70,87,89,144,81,33,23,3,559,11,113,46,53,41,31,14,17,0,325,0,3,15,7,36,33,21,28,0,147,4,67,31,31,29,25,8,18,3,210,0,3,0,0,4,9,0,4,12,42,89,449,350,409,663,618,326,387,33,3322
SSC40582,4,8,10,11,20,22,17,42,0,136,16,29,28,38,66,62,26,48,0,314,4,7,3,3,17,19,3,6,0,62,4,25,9,13,9,4,3,3,0,79,6,14,10,13,25,16,7,3,0,90,4,24,11,17,11,8,8,3,0,80,0,0,0,0,3,0,0,0,0,5,0,14,13,3,6,4,0,0,0,39,0,0,0,0,3,3,0,3,0,11,35,122,88,104,154,137,70,103,3,813
SSC40583,0,3,0,3,8,10,4,4,0,34,0,3,6,9,4,3,0,0,0,29,0,0,0,6,3,8,7,7,0,34,0,3,0,3,6,3,3,0,0,15,0,3,3,3,4,5,0,0,0,19,0,3,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,7,3,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,3,4,5,25,18,29,32,26,16,17,3,162
SSC40584,0,5,0,0,0,0,5,16,0,28,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,12,6,5,4,8,12,16,3,60
SSC40585,5,3,7,21,41,40,45,49,3,222,15,22,30,44,101,74,35,33,0,358,13,15,18,20,126,92,50,48,7,385,19,58,42,64,55,36,22,16,4,320,16,25,45,56,125,57,31,22,0,373,6,87,39,47,36,19,8,14,5,268,9,4,15,10,50,37,26,40,5,202,6,51,28,27,64,31,13,14,13,246,3,0,4,0,7,0,0,4,20,39,93,275,223,296,599,399,231,238,52,2413
SSC40586,5,3,4,8,32,40,26,32,0,147,20,26,28,36,111,82,35,38,3,363,10,8,13,12,48,34,23,27,3,175,9,30,47,39,27,18,13,4,0,193,14,14,35,34,85,25,14,19,3,238,5,36,15,12,30,8,16,10,0,144,0,3,11,7,43,17,13,8,0,107,4,34,24,41,26,18,7,13,0,175,4,6,3,3,3,0,0,3,7,30,66,164,182,194,409,240,149,154,26,1574
SSC40587,0,4,0,0,0,3,0,11,0,26,0,0,4,0,3,4,5,0,0,22,0,3,5,4,9,8,0,3,0,29,0,8,0,5,3,3,0,0,0,23,0,3,3,3,3,3,0,0,0,24,0,6,0,3,0,0,0,4,0,16,0,0,0,0,3,4,0,9,0,13,0,3,0,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,4,29,17,28,22,25,11,30,4,168
SSC40588,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,8,0,12,0,28
SSC40589,0,0,0,3,3,10,3,5,0,33,7,3,3,13,31,18,15,10,0,100,0,3,4,3,15,13,6,7,0,51,0,15,9,16,4,7,0,6,0,50,0,4,5,8,24,11,3,0,0,61,0,6,8,7,3,0,0,4,0,33,0,9,0,8,7,4,3,3,0,37,3,10,12,10,3,3,3,0,0,45,0,3,0,0,0,0,0,0,0,4,13,53,38,65,94,74,34,40,6,413
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,0,0,0,3,3,3,3,0,9,0,3,0,9,7,5,3,0,0,27,0,3,3,0,0,0,0,0,0,11,0,7,3,7,0,3,0,3,0,21,0,0,0,0,7,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,11,10,17,21,20,7,8,0,99
SSC40592,3,12,3,5,7,15,10,22,0,71,9,12,6,7,13,10,12,13,0,79,0,6,5,6,9,8,8,12,0,64,3,12,9,20,6,3,4,0,0,59,0,3,9,10,12,11,0,7,0,57,4,10,16,7,4,9,0,8,0,53,0,0,5,4,3,4,0,3,0,26,7,23,13,7,12,9,0,3,4,74,0,0,0,0,4,0,0,3,4,13,23,79,67,63,68,64,34,70,10,492
